risk_entity_id,candidate_id,entity_id,report_month,horizon,risk_probability,involved_amount,involved_amount_source,risk_level,risk_band,main_reason_summary,reason,detector_evidence_count,updated_at
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404|H6,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404|H12,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL212680|ZA16DAP0017010402404,2025-11,H12,,4812.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564|H6,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564|H3,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564|H6,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564|H6,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564|H6,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564|H12,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL657945|XA11CCW047E002010201564,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL6801415|ZA12AAN0014010103711,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404|H6,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404|H12,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6569539|ZA16DAP0017010402404,2025-11,H12,,27428.4,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404|H6,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404|H12,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6809718|ZA16DAP0017010402404,2025-11,H12,,2406.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL6573338|ZA12AAN0014010103711,2025-11,H12,,140062.5,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL6809759|ZA12HAZ0399010303704,2025-11,H12,,840.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711|H3,DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711|H12,DFC52F4CCF384D849D053242EA2935F3|YL130872|ZA12AAN0014010203711,2025-11,H12,,4140.0,purchase_amount_sum_last_12m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL512946|XA12AAF426X001010203705,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515780|XA12AAF426X001010203705,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL515959|XA12AAF426X001010203705,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,unavailable,Data unavailable,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL332643|XA12AAF426X001010203705,2025-11,H12,,829.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712|H12,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL522097|XJ01CAA040E001010303712,2025-11,H12,,1991.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL133556|ZA12AAN0014010103711,2025-11,H12,,560.25,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711|H12,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711|H12,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711|H12,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711|H12,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010203711,2025-11,H12,,496.8,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00460228|XA12AAF426X001010203705,2025-11,H12,,829.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5|H6,E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5,2025-11,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5|H6,E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5|H6,E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5,2025-11,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5|H6,E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5|H12,E50FC20840554CF79ACAEF2582AE63BD|YL151588|0d12fa950dcbcebddf664ad5ed2927d5,2025-11,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:41:13.482242+00:00
