timeline_id,risk_entity_id,candidate_id,tenant_id,month,purchase_count,purchase_amount_display,purchase_quantity_display,last_purchase_date,days_since_last_purchase,risk_probability_display,palive_display,display_note
tl_43B3F24E6895475BA3EA1CD00FA74CE0|YL006583709|ZA04CBH0205010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583709|ZA04CBH0205010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583709|ZA04CBH0205010303704|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6803223|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6803223|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6803223|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL340861|ZA16DAP0017010202404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL340861|ZA16DAP0017010202404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL340861|ZA16DAP0017010202404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL140733|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL140733|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL140733|ZA01BAS0839020103705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL500002|e55aab9b3ee754a3580eded051caa1c2|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL500002|e55aab9b3ee754a3580eded051caa1c2|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL500002|e55aab9b3ee754a3580eded051caa1c2|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00458747|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00458747|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00458747|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6579892|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6579892|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6579892|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6808379|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6808379|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6808379|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6580357|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6580357|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6580357|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL6811804|XJ01CAA040E001020303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL6811804|XJ01CAA040E001020303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL6811804|XJ01CAA040E001020303712|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00017414|ZA12AAN0014010103711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YLNS00454100|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00454100|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00454100|ZA12AAN0014010103711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459435|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459435|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459435|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YL650172|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL650172|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL650172|ZA12AAN0014010203711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL210782|ZA16DAP0017010202404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL210782|ZA16DAP0017010202404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL210782|ZA16DAP0017010202404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6591786|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6591786|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6591786|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00458252|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00458252|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00458252|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6801529|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6801529|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6801529|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL130929|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL130929|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL130929|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6591635|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6591635|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6591635|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6592958|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6592958|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6592958|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459539|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459539|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459539|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459541|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459541|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459541|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL6574289|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL6574289|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL6574289|XJ01CAA040E001010303712|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL611643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL611643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL611643|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL220643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL220643|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL220643|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6565590|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6565590|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6565590|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712|H12,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712|H12,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL535595|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL535595|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL535595|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL443877|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL443877|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL443877|ZA01BAS0839020103705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6594646|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6594646|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6594646|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6803571|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6803571|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6803571|XA12CBP084X001010403705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_E50FC20840554CF79ACAEF2582AE63BD|YL220183|0d12fa950dcbcebddf664ad5ed2927d5|H12,E50FC20840554CF79ACAEF2582AE63BD|YL220183|0d12fa950dcbcebddf664ad5ed2927d5|H12,E50FC20840554CF79ACAEF2582AE63BD|YL220183|0d12fa950dcbcebddf664ad5ed2927d5|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YL442709|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL442709|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL442709|ZA12AAN0014010103711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YLNS00456705|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00456705|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00456705|ZA12AAN0014010203711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL230275|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL230275|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL230275|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL351078|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL351078|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL351078|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_E50FC20840554CF79ACAEF2582AE63BD|YL220288|0d12fa950dcbcebddf664ad5ed2927d5|H6,E50FC20840554CF79ACAEF2582AE63BD|YL220288|0d12fa950dcbcebddf664ad5ed2927d5|H6,E50FC20840554CF79ACAEF2582AE63BD|YL220288|0d12fa950dcbcebddf664ad5ed2927d5|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00453708|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00453708|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00453708|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6569179|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6569179|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6569179|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_E50FC20840554CF79ACAEF2582AE63BD|YL234613|XC08CAL013A025010403705|H3,E50FC20840554CF79ACAEF2582AE63BD|YL234613|XC08CAL013A025010403705|H3,E50FC20840554CF79ACAEF2582AE63BD|YL234613|XC08CAL013A025010403705|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YL221331|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL221331|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL221331|ZA12AAN0014010103711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6805220|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6805220|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6805220|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL440062|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL440062|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL440062|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL3500392|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL3500392|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL3500392|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL652247|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL652247|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL652247|XA12CBP084X001010403705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YLNS00005743|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YLNS00005743|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YLNS00005743|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YLNS00432882|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YLNS00432882|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YLNS00432882|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YL140257|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL140257|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL140257|ZA12AAN0014010103711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6810221|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6810221|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6810221|XA12AAF426X001010203705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL612473|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL612473|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL612473|XJ01CAA040E001010303712|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459591|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459591|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YLNS00459591|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL371165|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL371165|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL371165|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL377553|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL377553|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL377553|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6564660|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6564660|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL6564660|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL422282|ZA16DAP0017010202404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL422282|ZA16DAP0017010202404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL422282|ZA16DAP0017010202404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL6588660|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6588660|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL6588660|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YL133570|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL133570|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL133570|ZA12AAN0014010203711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL130843|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL130843|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL130843|ZA16DAP0017010402404|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL513363|e55aab9b3ee754a3580eded051caa1c2|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL513363|e55aab9b3ee754a3580eded051caa1c2|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL513363|e55aab9b3ee754a3580eded051caa1c2|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_DFC52F4CCF384D849D053242EA2935F3|YL502029|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL502029|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YL502029|ZA12AAN0014010103711|H6,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_C458C50660B24C6B96A91FEBAAE8E5C8|YL6594824|XA07BCM081P001010203714|H3,C458C50660B24C6B96A91FEBAAE8E5C8|YL6594824|XA07BCM081P001010203714|H3,C458C50660B24C6B96A91FEBAAE8E5C8|YL6594824|XA07BCM081P001010203714|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_263F9947B4FA4F8DB61C9FF48D5A942A|YL211034|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL211034|XM01AEB173N001010303693|H3,263F9947B4FA4F8DB61C9FF48D5A942A|YL211034|XM01AEB173N001010303693|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL670910|XA11CCW047E002010201564|H3,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL670910|XA11CCW047E002010201564|H3,7de4fd63-eac3-4347-87c4-3bd90dbf08bd|YL670910|XA11CCW047E002010201564|H3,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL650592|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL650592|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL650592|ZA01BAS0839020103705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
tl_9701EFF559DF4862AF18CF0DC1B6962D|YL6808357|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6808357|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL6808357|XA12CBP084X001010403705|H12,default_tenant,2025-11,,relative_or_unavailable,available_in_source_features,,,risk band,hidden,monthly timeline placeholder generated from current batch
